                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    100,                 1.1691,                 1.6668,                0.81526,                 1.4668,                0.80095,                0.68667,                0.76483,                0.48373,                0.80152,                0.66222,                0.74193,                0.42286,                 1.3674,                 2.1271,                0.96422,                 1.7004,              0.0010298,              0.0010298,              0.0010298
                    101,                 1.1632,                 1.7109,                0.81877,                 1.4671,                0.79805,                0.65864,                 0.7364,                0.46093,                0.81412,                0.64237,                0.72642,                0.40376,                 1.3676,                 2.0037,                 1.0185,                 1.7402,              0.0010199,              0.0010199,              0.0010199
                    102,                 1.1532,                 1.6982,                0.82591,                 1.4689,                0.83786,                0.62222,                0.73461,                0.46351,                0.82888,                0.61556,                0.72154,                0.39967,                 1.3655,                 2.0512,                 1.0361,                 1.7377,                0.00101,                0.00101,                0.00101
                    103,                 1.1512,                 1.7156,                0.82956,                 1.4632,                0.82583,                0.63222,                0.72747,                0.45082,                0.80369,                0.61866,                0.70635,                0.39915,                 1.4101,                  2.152,                 1.0592,                 1.7653,              0.0010001,              0.0010001,              0.0010001
                    104,                  1.173,                 1.7543,                0.83019,                 1.4661,                0.81136,                0.64222,                0.73494,                0.44412,                0.80757,                0.61553,                0.70805,                 0.3888,                  1.395,                 2.0933,                 1.0667,                 1.7159,              0.0009902,              0.0009902,              0.0009902
                    105,                 1.1828,                 1.7455,                0.84613,                 1.4602,                0.76478,                0.68222,                0.73721,                0.45941,                0.80467,                0.64667,                0.72521,                0.40796,                  1.357,                 2.0576,                 1.0095,                 1.7098,              0.0009803,              0.0009803,              0.0009803
                    106,                 1.1554,                 1.6999,                0.81789,                 1.4597,                0.82412,                0.65598,                0.74135,                 0.4709,                0.82616,                0.64423,                0.72241,                0.41583,                 1.3525,                 2.0114,                  1.005,                 1.7363,              0.0009704,              0.0009704,              0.0009704
                    107,                 1.1226,                 1.6507,                0.78578,                 1.4143,                0.81285,                0.67565,                0.75138,                0.47246,                0.81018,                0.67342,                0.73573,                0.41287,                 1.3974,                 2.0427,                 1.0075,                 1.7356,              0.0009605,              0.0009605,              0.0009605
                    108,                 1.1298,                 1.6952,                0.79477,                 1.4314,                0.82148,                0.66466,                0.75142,                0.46963,                0.82565,                0.65778,                0.74432,                0.42295,                 1.3613,                 2.0205,                0.99542,                 1.7289,              0.0009506,              0.0009506,              0.0009506
                    109,                 1.1394,                 1.6761,                0.78245,                 1.4404,                0.75275,                0.67111,                0.73679,                0.45411,                0.80242,                0.60889,                0.70649,                0.39277,                 1.3895,                 2.0055,                0.99964,                 1.7355,              0.0009407,              0.0009407,              0.0009407
                    110,                  1.176,                  1.701,                0.81987,                 1.4797,                0.82153,                   0.64,                0.74911,                0.47264,                0.81484,                0.63556,                 0.7291,                0.41392,                 1.3444,                 2.0599,                0.99311,                 1.7054,              0.0009308,              0.0009308,              0.0009308
                    111,                 1.1385,                  1.655,                 0.7876,                  1.413,                0.82515,                0.65019,                0.75467,                0.46768,                0.82147,                 0.6442,                0.74334,                 0.4254,                 1.3771,                 2.0384,                0.98439,                 1.7248,              0.0009209,              0.0009209,              0.0009209
                    112,                 1.1327,                 1.6707,                0.78471,                 1.4456,                0.76642,                0.69333,                0.75405,                0.46489,                0.76712,                0.66667,                0.73021,                0.40531,                  1.388,                 2.0686,                0.97478,                 1.7442,               0.000911,               0.000911,               0.000911
                    113,                 1.1145,                 1.6169,                0.77196,                 1.4342,                0.80083,                   0.68,                0.75152,                0.46199,                0.80457,                0.66667,                0.74366,                0.41979,                 1.3939,                 2.0554,                0.97991,                 1.7634,              0.0009011,              0.0009011,              0.0009011
                    114,                 1.1265,                 1.6409,                0.78395,                 1.4316,                0.78995,                   0.64,                0.72081,                0.43937,                0.79782,                0.62889,                0.70915,                 0.3874,                 1.4417,                 2.1475,                 1.0455,                 1.7837,              0.0008912,              0.0008912,              0.0008912
                    115,                 1.1177,                 1.6345,                0.76719,                 1.4241,                0.81167,                0.65126,                0.73596,                0.45182,                0.80785,                0.64464,                0.72645,                 0.4019,                 1.3961,                 2.0994,                 1.0442,                  1.749,              0.0008813,              0.0008813,              0.0008813
                    116,                 1.0975,                 1.6308,                0.76831,                 1.4117,                0.82484,                   0.68,                0.75847,                0.48781,                0.81724,                0.66577,                0.74166,                0.43769,                 1.3365,                 2.0339,                0.92354,                 1.6811,              0.0008714,              0.0008714,              0.0008714
                    117,                  1.113,                 1.6312,                0.76274,                 1.4095,                0.82151,                0.65459,                0.74218,                0.47142,                0.82075,                0.65122,                0.74109,                0.42719,                 1.3659,                 2.0139,                 0.9462,                 1.7269,              0.0008615,              0.0008615,              0.0008615
                    118,                 1.0899,                 1.6053,                0.76243,                  1.398,                0.77339,                0.67499,                0.74735,                0.46189,                 0.7836,                0.65778,                0.73102,                0.40588,                 1.3772,                 2.0679,                 1.0128,                 1.7201,              0.0008516,              0.0008516,              0.0008516
                    119,                 1.1115,                 1.6378,                0.76013,                 1.4208,                0.77858,                0.68444,                  0.754,                0.46995,                0.77941,                0.68444,                0.74714,                0.42151,                 1.4137,                 2.0831,                0.98086,                  1.742,              0.0008417,              0.0008417,              0.0008417
                    120,                 1.1043,                 1.5906,                0.75503,                 1.3931,                0.77135,                0.63333,                0.72969,                0.44753,                0.77509,                0.61265,                0.70211,                0.40672,                 1.4165,                 2.0509,                 1.0316,                 1.7803,              0.0008318,              0.0008318,              0.0008318
                    121,                 1.1251,                 1.6591,                0.78414,                 1.4204,                0.76578,                0.68444,                0.75616,                0.47175,                0.75625,                0.67568,                0.73839,                0.41585,                 1.3685,                  1.996,                0.94311,                 1.7599,              0.0008219,              0.0008219,              0.0008219
                    122,                 1.1031,                 1.6176,                 0.7275,                 1.4041,                0.81668,                0.65778,                  0.743,                0.45213,                 0.7958,                0.64667,                0.73166,                0.41046,                 1.4186,                 2.0343,                  0.999,                 1.7424,               0.000812,               0.000812,               0.000812
                    123,                 1.1512,                 1.6654,                0.78683,                 1.4706,                0.81699,                   0.64,                0.73871,                0.45387,                0.81607,                0.62222,                0.71985,                0.41084,                 1.4079,                 2.0109,                 1.0253,                 1.7543,              0.0008021,              0.0008021,              0.0008021
                    124,                 1.0985,                 1.6373,                0.75981,                 1.3938,                0.72092,                0.65111,                0.71713,                0.43814,                0.83589,                0.58222,                0.69416,                0.38632,                 1.3946,                 2.0487,                 1.0914,                 1.7494,              0.0007922,              0.0007922,              0.0007922
                    125,                  1.095,                 1.6251,                0.75962,                 1.4013,                0.83789,                0.65111,                0.75851,                0.47334,                0.79471,                0.67098,                0.74428,                0.41582,                 1.3656,                 2.0142,                0.95655,                 1.7099,              0.0007823,              0.0007823,              0.0007823
                    126,                 1.0703,                 1.5939,                0.74127,                 1.3819,                0.80432,                0.69419,                0.77698,                 0.4885,                0.80245,                0.68602,                0.75508,                0.43446,                 1.3424,                 1.9997,                0.91764,                 1.6952,              0.0007724,              0.0007724,              0.0007724
                    127,                 1.0927,                 1.5949,                0.72256,                 1.3892,                0.77491,                0.68222,                0.75989,                0.47024,                0.76806,                0.66966,                0.74007,                0.41701,                 1.3337,                 2.0107,                0.99405,                 1.7101,              0.0007625,              0.0007625,              0.0007625
                    128,                 1.0574,                 1.5514,                0.71428,                 1.3697,                0.76742,                0.69657,                0.76578,                0.48592,                0.79483,                0.66667,                0.74604,                0.43059,                 1.3622,                 2.0149,                0.93752,                 1.7079,              0.0007526,              0.0007526,              0.0007526
                    129,                 1.0888,                 1.5688,                0.72723,                  1.394,                0.77842,                0.62889,                0.72015,                0.44019,                0.77567,                0.62667,                0.70099,                0.39984,                 1.4018,                 1.9967,                 1.0539,                 1.7763,              0.0007427,              0.0007427,              0.0007427
                    130,                 1.0731,                 1.5164,                0.74117,                 1.3844,                0.85502,                0.67333,                0.77574,                0.49338,                0.85011,                0.66798,                0.75629,                0.44345,                 1.3079,                 1.9224,                0.90266,                 1.6599,              0.0007328,              0.0007328,              0.0007328
                    131,                 1.0603,                  1.563,                0.71636,                 1.3792,                0.80259,                0.68666,                 0.7751,                0.49831,                0.84002,                0.66444,                0.76267,                0.43495,                 1.3191,                 1.9695,                0.90624,                 1.6804,              0.0007229,              0.0007229,              0.0007229
                    132,                 1.0349,                 1.5356,                 0.7139,                 1.3534,                0.76885,                    0.7,                0.76601,                0.48464,                0.75743,                0.67778,                0.74114,                0.43092,                 1.3276,                 2.0079,                0.94558,                 1.6926,               0.000713,               0.000713,               0.000713
                    133,                 1.0641,                 1.6184,                0.75248,                 1.3864,                 0.8664,                0.66222,                0.77288,                0.48818,                0.86059,                0.65778,                0.76137,                0.44792,                 1.3381,                 2.0333,                0.90554,                 1.6693,              0.0007031,              0.0007031,              0.0007031
                    134,                 1.0494,                  1.527,                0.70222,                 1.3638,                0.88053,                0.62236,                0.76322,                0.47581,                0.86856,                0.61333,                0.74341,                0.41358,                   1.35,                 2.0169,                0.92425,                 1.6913,              0.0006932,              0.0006932,              0.0006932
                    135,                  1.043,                 1.5463,                0.69745,                 1.3686,                0.86217,                0.63945,                0.75973,                0.47474,                0.84675,                0.63556,                0.75046,                 0.4281,                 1.3373,                 2.0075,                0.92961,                  1.708,              0.0006833,              0.0006833,              0.0006833
                    136,                 1.0272,                 1.5316,                0.68873,                 1.3584,                0.82455,                0.66838,                0.76477,                0.48332,                 0.8285,                   0.66,                0.74659,                0.43114,                 1.3697,                 2.0571,                0.93286,                  1.705,              0.0006734,              0.0006734,              0.0006734
                    137,                 1.0643,                 1.6203,                0.69722,                 1.3562,                0.82852,                0.69791,                0.76774,                 0.4961,                0.81542,                0.68719,                0.75464,                0.42848,                  1.302,                 2.0124,                0.93326,                 1.6656,              0.0006635,              0.0006635,              0.0006635
                    138,                 1.0374,                 1.5571,                 0.6959,                 1.3442,                0.82975,                0.67111,                0.76072,                0.47575,                0.81134,                0.67111,                0.74631,                0.42874,                 1.3513,                 1.9955,                0.97698,                 1.6975,              0.0006536,              0.0006536,              0.0006536
                    139,                 1.0519,                 1.5747,                 0.7468,                 1.3849,                0.81194,                0.64281,                 0.7401,                0.47551,                0.85198,                   0.64,                 0.7453,                0.43053,                  1.365,                  2.064,                 1.0257,                 1.6979,              0.0006437,              0.0006437,              0.0006437
                    140,                 1.0277,                 1.5691,                0.69202,                 1.3345,                0.76773,                0.73111,                0.76556,                0.48749,                0.75888,                   0.72,                0.75412,                0.43232,                 1.3439,                 2.0499,                 0.9556,                 1.6924,              0.0006338,              0.0006338,              0.0006338
                    141,                 1.0312,                 1.5874,                0.68988,                 1.3597,                0.81772,                0.65778,                0.74916,                0.48445,                0.82257,                0.66444,                0.75388,                0.43333,                  1.321,                 2.0418,                0.96035,                  1.667,              0.0006239,              0.0006239,              0.0006239
                    142,                 1.0199,                 1.5233,                0.68423,                 1.3534,                0.81132,                0.68444,                0.75294,                0.48369,                0.81441,                0.68222,                0.75197,                0.43011,                 1.3288,                 2.0099,                0.93638,                 1.7051,               0.000614,               0.000614,               0.000614
                    143,                 1.0213,                 1.5368,                0.68662,                 1.3471,                0.81784,                0.69556,                0.76411,                0.50305,                0.82528,                    0.7,                0.76414,                0.45572,                 1.2986,                 1.9825,                0.90932,                 1.6767,              0.0006041,              0.0006041,              0.0006041
                    144,                 1.0021,                 1.4981,                0.66705,                 1.3432,                0.83119,                0.64555,                0.74995,                0.48308,                0.81577,                0.65927,                0.74533,                0.41537,                 1.3417,                 1.9874,                0.93272,                 1.6902,              0.0005942,              0.0005942,              0.0005942
                    145,                 1.0078,                 1.5504,                0.67297,                 1.3337,                0.78727,                0.70222,                0.76763,                0.49082,                0.77473,                0.68444,                0.74608,                0.43217,                 1.3045,                 1.9834,                0.91496,                 1.6685,              0.0005843,              0.0005843,              0.0005843
                    146,                0.99522,                 1.5269,                 0.6867,                 1.3228,                0.75123,                0.71131,                0.78091,                0.49771,                0.83186,                0.64868,                0.76506,                0.43805,                 1.3356,                 1.9706,                0.88926,                 1.6652,              0.0005744,              0.0005744,              0.0005744
                    147,                 1.0025,                 1.5288,                0.68386,                 1.3173,                0.77655,                0.67333,                0.75556,                0.48642,                 0.7969,                0.66889,                0.75729,                0.43237,                 1.3245,                 1.9998,                0.93375,                 1.6951,              0.0005645,              0.0005645,              0.0005645
                    148,                 1.0468,                 1.5263,                0.70972,                 1.3481,                0.85294,                0.64446,                0.75989,                0.48214,                0.84451,                0.63968,                 0.7425,                0.42732,                 1.3392,                 2.0024,                0.94131,                 1.6889,              0.0005546,              0.0005546,              0.0005546
                    149,                 1.0283,                 1.5202,                0.69314,                 1.3257,                 0.7822,                0.66889,                0.75259,                0.48308,                0.78308,                0.66889,                0.73976,                0.43631,                 1.3317,                 2.0029,                0.95402,                 1.7076,              0.0005447,              0.0005447,              0.0005447
                    150,                0.98699,                 1.4623,                0.68405,                 1.3251,                0.80375,                0.68261,                0.77139,                 0.5005,                0.80923,                0.68813,                0.76664,                0.43569,                 1.3006,                 1.9675,                0.89059,                 1.6864,              0.0005348,              0.0005348,              0.0005348
                    151,                0.97084,                  1.464,                0.64562,                 1.2982,                0.77009,                0.71333,                0.77345,                0.49594,                 0.7955,                0.69111,                0.76766,                0.44687,                 1.3422,                 2.0234,                0.88188,                 1.7129,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.0017,                 1.5287,                0.66549,                 1.3245,                0.76948,                0.68222,                0.75664,                  0.488,                0.78226,                0.67333,                0.75269,                0.42761,                 1.3472,                 2.0501,                 0.9002,                 1.7298,               0.000515,               0.000515,               0.000515
                    153,                0.95975,                 1.4755,                0.65444,                 1.2951,                0.83839,                0.65333,                0.76388,                0.48921,                 0.8263,                0.67657,                0.76386,                 0.4363,                 1.3275,                 2.0588,                0.88279,                 1.6923,              0.0005051,              0.0005051,              0.0005051
                    154,                 1.0051,                 1.4891,                  0.677,                 1.3176,                0.87122,                0.62444,                0.76013,                0.48783,                 0.8708,                0.62905,                 0.7569,                0.43653,                 1.3402,                 2.0745,                0.92468,                 1.6719,              0.0004952,              0.0004952,              0.0004952
                    155,                0.96755,                 1.4813,                0.65338,                 1.2884,                0.78317,                0.66222,                0.74784,                0.47759,                0.81947,                0.63333,                0.74166,                0.42375,                 1.3213,                 2.0534,                0.95796,                 1.6924,              0.0004853,              0.0004853,              0.0004853
                    156,                 0.9748,                 1.4319,                0.65979,                 1.3096,                0.78409,                 0.6779,                0.75814,                0.48516,                 0.7918,                0.68457,                0.75261,                0.43413,                 1.3284,                 2.0162,                 0.9206,                 1.6909,              0.0004754,              0.0004754,              0.0004754
                    157,                0.97915,                 1.5314,                0.66731,                 1.3026,                0.74455,                0.74486,                0.77521,                0.48993,                0.74027,                0.73111,                0.76071,                0.43666,                  1.327,                 2.0724,                0.89949,                 1.6814,              0.0004655,              0.0004655,              0.0004655
                    158,                0.95729,                 1.5065,                0.62766,                 1.2788,                0.82289,                0.69176,                0.77136,                 0.4947,                0.83143,                0.68889,                0.76561,                0.44284,                 1.3077,                 2.0651,                0.89876,                 1.6809,              0.0004556,              0.0004556,              0.0004556
                    159,                0.94429,                 1.4491,                0.62923,                 1.2923,                0.83787,                0.69111,                0.77994,                0.50876,                0.85035,                0.68188,                0.76934,                0.44712,                 1.2896,                 2.0056,                0.86784,                 1.6567,              0.0004457,              0.0004457,              0.0004457
                    160,                0.96028,                 1.4785,                0.65302,                 1.2955,                0.84271,                0.67556,                0.76686,                0.49686,                0.85526,                0.66889,                0.74547,                0.43331,                 1.3299,                 1.9562,                 0.9005,                 1.6896,              0.0004358,              0.0004358,              0.0004358
                    161,                0.92821,                 1.4999,                0.62776,                 1.2845,                0.80083,                0.71111,                0.77411,                0.49927,                0.79878,                0.70889,                0.77224,                0.44864,                 1.3176,                 2.0124,                0.88007,                 1.6784,              0.0004259,              0.0004259,              0.0004259
                    162,                0.97858,                 1.4583,                0.63667,                 1.2779,                0.83474,                0.65778,                 0.7651,                0.49107,                0.83431,                0.66222,                0.76635,                0.43656,                 1.3104,                  2.006,                0.90363,                 1.6797,               0.000416,               0.000416,               0.000416
                    163,                0.95246,                 1.4763,                0.63301,                 1.2807,                 0.8174,                0.68889,                0.77117,                0.50081,                0.84261,                0.67333,                0.76359,                0.44634,                 1.3086,                  1.997,                0.89158,                 1.6913,              0.0004061,              0.0004061,              0.0004061
                    164,                0.94722,                 1.4451,                0.61554,                 1.2842,                0.84657,                0.64985,                0.76592,                0.49889,                0.83877,                0.64667,                0.74281,                0.43395,                  1.307,                 2.0061,                0.88076,                 1.7116,              0.0003962,              0.0003962,              0.0003962
                    165,                0.95463,                 1.4434,                0.64163,                 1.3052,                0.81798,                0.69111,                0.76908,                0.49803,                0.81884,                0.69333,                0.76379,                0.43888,                 1.2908,                  1.987,                0.89532,                 1.6726,              0.0003863,              0.0003863,              0.0003863
                    166,                 0.9265,                 1.4478,                0.61476,                 1.2726,                0.82047,                0.68889,                0.76795,                0.50155,                0.83366,                 0.6905,                0.77672,                0.45096,                 1.2995,                 1.9621,                 0.8815,                 1.6656,              0.0003764,              0.0003764,              0.0003764
                    167,                0.94201,                 1.4759,                0.61874,                 1.2742,                0.83151,                0.68889,                0.77813,                0.50112,                0.82672,                0.68444,                0.77483,                0.44704,                 1.3052,                 1.9683,                0.89289,                 1.6774,              0.0003665,              0.0003665,              0.0003665
                    168,                0.92123,                 1.4245,                0.61103,                   1.26,                0.84925,                0.68222,                0.78046,                0.50767,                0.85657,                0.68667,                0.77879,                0.45528,                 1.2806,                 1.9188,                0.86103,                  1.652,              0.0003566,              0.0003566,              0.0003566
                    169,                0.97059,                 1.4801,                0.66468,                 1.2993,                0.80367,                0.71111,                0.77426,                0.50313,                0.82059,                0.70131,                0.76921,                0.45419,                 1.2982,                 2.0046,                0.85197,                  1.676,              0.0003467,              0.0003467,              0.0003467
                    170,                0.92171,                 1.4137,                0.60052,                 1.2528,                0.79192,                0.69333,                0.77495,                0.49398,                0.78627,                0.69111,                0.76208,                0.44063,                 1.3002,                  2.026,                0.86704,                 1.6718,              0.0003368,              0.0003368,              0.0003368
                    171,                0.92629,                 1.4481,                0.60389,                 1.2524,                0.82148,                0.69333,                0.78344,                0.51298,                0.83227,                0.70222,                0.79184,                0.45052,                 1.2714,                 1.9313,                 0.8295,                 1.6547,              0.0003269,              0.0003269,              0.0003269
                    172,                0.92568,                 1.3817,                0.61845,                 1.2591,                0.80676,                0.72444,                0.78343,                0.50783,                0.83888,                0.71735,                0.79278,                0.46098,                 1.3035,                 1.9486,                0.84106,                 1.6525,               0.000317,               0.000317,               0.000317
                    173,                0.93604,                 1.4145,                0.61059,                 1.2662,                0.78531,                0.70667,                0.76736,                0.50282,                0.79518,                0.71556,                0.77293,                0.45032,                  1.291,                 1.9475,                0.87475,                 1.6533,              0.0003071,              0.0003071,              0.0003071
                    174,                0.91612,                 1.4035,                0.59999,                 1.2714,                0.77545,                0.70601,                0.77965,                0.50852,                0.78521,                 0.7149,                0.77522,                0.46224,                 1.2925,                 1.9661,                0.86463,                 1.6616,              0.0002972,              0.0002972,              0.0002972
                    175,                0.93469,                 1.4349,                0.62744,                 1.2855,                0.84665,                0.67477,                0.77749,                0.51234,                0.82928,                0.68003,                 0.7712,                0.44986,                 1.2937,                 1.9332,                0.85743,                 1.6671,              0.0002873,              0.0002873,              0.0002873
                    176,                0.89929,                 1.3606,                0.59421,                 1.2398,                0.84936,                0.67556,                0.77998,                0.50451,                0.84507,                0.67556,                0.77694,                0.45357,                 1.3061,                  1.926,                0.86803,                 1.6731,              0.0002774,              0.0002774,              0.0002774
                    177,                0.91979,                 1.4093,                0.60081,                 1.2531,                0.87744,                0.65111,                0.77835,                 0.5048,                0.82331,                0.69556,                0.78043,                0.44803,                 1.2836,                 1.9469,                0.84682,                  1.662,              0.0002675,              0.0002675,              0.0002675
                    178,                0.90818,                 1.4267,                0.60091,                 1.2488,                0.88666,                0.65111,                0.77957,                0.49739,                0.89271,                0.65556,                0.77887,                0.45311,                 1.3062,                 1.9654,                0.84983,                 1.6848,              0.0002576,              0.0002576,              0.0002576
                    179,                0.90322,                 1.3877,                0.59578,                 1.2369,                0.82516,                   0.68,                0.77327,                0.49399,                0.81573,                0.68667,                0.76625,                0.43869,                 1.3203,                 1.9461,                0.87494,                 1.6995,              0.0002477,              0.0002477,              0.0002477
                    180,                0.90068,                  1.397,                0.59039,                 1.2462,                0.87453,                   0.64,                0.78173,                0.50132,                0.86916,                0.63476,                0.76947,                0.44543,                 1.2874,                  1.986,                  0.862,                 1.6524,              0.0002378,              0.0002378,              0.0002378
                    181,                0.88772,                 1.3844,                0.57352,                 1.2422,                0.80673,                0.69556,                0.78656,                0.50296,                0.82603,                0.69637,                0.78794,                0.45239,                 1.2881,                 1.9747,                0.83368,                 1.6484,              0.0002279,              0.0002279,              0.0002279
                    182,                0.90427,                 1.3841,                0.58723,                 1.2587,                0.76736,                  0.755,                 0.7925,                0.50924,                0.77932,                0.75111,                0.78633,                0.46107,                 1.2886,                 1.9844,                  0.843,                 1.6477,               0.000218,               0.000218,               0.000218
                    183,                 0.8651,                 1.3964,                0.57361,                 1.2202,                0.77945,                0.72252,                0.78338,                0.50424,                0.77945,                0.72252,                 0.7733,                0.44683,                 1.2974,                 2.0076,                0.86661,                 1.6732,              0.0002081,              0.0002081,              0.0002081
                    184,                0.87226,                 1.3578,                0.57714,                 1.2281,                0.79359,                0.71766,                0.78278,                0.49912,                0.83559,                0.67767,                0.77102,                0.44423,                 1.3152,                  1.966,                0.86969,                 1.6833,              0.0001982,              0.0001982,              0.0001982
                    185,                0.87825,                 1.3844,                0.57394,                 1.2277,                0.82076,                0.69778,                0.78911,                0.51283,                0.86424,                0.67556,                0.78334,                 0.4549,                 1.2907,                 1.9541,                0.84719,                 1.6551,              0.0001883,              0.0001883,              0.0001883
                    186,                0.87739,                 1.3537,                0.58067,                 1.2324,                0.78038,                0.71111,                 0.7759,                0.51336,                0.86992,                0.66889,                0.77121,                0.45557,                 1.2802,                 1.9879,                0.85291,                 1.6422,              0.0001784,              0.0001784,              0.0001784
                    187,                0.87827,                 1.4071,                0.58088,                 1.2332,                0.81006,                0.71078,                0.77925,                 0.5072,                0.81784,                0.70667,                0.77082,                0.45215,                  1.288,                 2.0101,                0.84683,                 1.6474,              0.0001685,              0.0001685,              0.0001685
                    188,                0.85275,                 1.3736,                0.56849,                 1.2282,                0.85597,                0.67355,                0.78473,                0.50782,                0.86175,                0.67876,                0.77355,                0.45191,                 1.3036,                 2.0147,                0.83599,                 1.6669,              0.0001586,              0.0001586,              0.0001586
                    189,                0.86685,                 1.3516,                0.55842,                 1.2066,                0.84078,                0.67778,                0.78191,                 0.5159,                0.84733,                0.69067,                0.77901,                0.45871,                 1.2937,                 2.0011,                0.83256,                 1.6674,              0.0001487,              0.0001487,              0.0001487
                    190,                0.89136,                 1.3836,                0.58821,                 1.2366,                0.83501,                0.68603,                0.78652,                0.51809,                0.81334,                0.71656,                0.77797,                0.45925,                 1.2877,                 1.9902,                0.83026,                 1.6667,              0.0001388,              0.0001388,              0.0001388
                    191,                0.83473,                  1.309,                0.60155,                 1.2056,                0.87228,                0.67111,                0.77828,                0.50634,                 0.8487,                0.68222,                0.76647,                 0.4464,                 1.3049,                  2.004,                 0.8506,                 1.6734,              0.0001289,              0.0001289,              0.0001289
                    192,                0.82851,                 1.3035,                0.54624,                 1.2126,                0.87307,                0.65333,                0.75892,                0.49517,                0.84032,                0.67556,                0.75585,                0.43742,                 1.3121,                 2.0046,                 0.9011,                 1.6831,               0.000119,               0.000119,               0.000119
                    193,                0.83562,                 1.3083,                0.55978,                 1.1994,                0.85456,                0.67111,                0.76617,                0.49642,                 0.8623,                0.66796,                0.75977,                0.43933,                 1.3087,                  2.008,                0.90873,                 1.6826,              0.0001091,              0.0001091,              0.0001091
                    194,                0.83302,                 1.3637,                0.55359,                 1.2234,                0.86366,                 0.6616,                0.77806,                0.50977,                0.85029,                0.67556,                0.77472,                0.45504,                 1.2914,                 2.0051,                0.86476,                 1.6699,               9.92e-05,               9.92e-05,               9.92e-05
                    195,                0.81265,                 1.2706,                0.52879,                 1.1894,                0.85196,                   0.68,                0.78141,                0.51463,                0.84944,                0.70208,                0.77566,                0.45709,                 1.2822,                 2.0032,                0.85954,                 1.6622,               8.93e-05,               8.93e-05,               8.93e-05
                    196,                0.82464,                 1.2794,                0.52093,                 1.1951,                0.83283,                 0.6864,                0.78573,                0.51864,                0.84926,                0.70109,                0.78223,                0.45875,                 1.2815,                 2.0029,                0.83921,                 1.6801,               7.94e-05,               7.94e-05,               7.94e-05
                    197,                0.79446,                  1.274,                0.51908,                 1.1949,                0.88943,                   0.66,                0.78797,                0.51194,                0.89021,                0.67556,                0.78259,                0.45479,                 1.3069,                 2.0229,                 0.8368,                 1.6987,               6.95e-05,               6.95e-05,               6.95e-05
                    198,                0.78335,                 1.2443,                0.50296,                 1.1535,                 0.8835,                   0.66,                0.78717,                0.50997,                 0.8954,                0.66889,                0.77728,                0.45338,                 1.3062,                 2.0185,                0.84184,                  1.704,               5.96e-05,               5.96e-05,               5.96e-05
                    199,                0.75065,                 1.2483,                0.49307,                  1.152,                0.87452,                0.66667,                0.78644,                 0.5109,                0.88303,                0.66667,                0.77433,                0.44831,                 1.3029,                 2.0184,                0.83776,                 1.7102,               4.97e-05,               4.97e-05,               4.97e-05
                    200,                0.76542,                  1.228,                0.48956,                  1.164,                0.87759,                0.66914,                0.79048,                0.51383,                0.88236,                0.67556,                0.77725,                0.45063,                 1.2934,                 2.0347,                0.83682,                 1.6905,               3.98e-05,               3.98e-05,               3.98e-05
